Count_Vert;Count_edge;density;tranzitiv;avrg_clast;degree_assort;estr_index;max_clique
193.0;129.0;0.006962435233160621;0.1125;0.04196891191709844;0.046982651282476105;352.941856663946;3.0
189.0;122.0;0.00686704942024091;0.13432835820895522;0.04285714285714286;0.06409609367114058;338.75520471547145;3.0
186.0;121.0;0.007032839290903807;0.13636363636363635;0.043548387096774194;0.15277777777777746;334.47583478378016;3.0
186.0;123.0;0.0071490845684394075;0.12;0.043548387096774194;0.013745704467354004;338.4376619369456;3.0
188.0;125.0;0.007111161679371942;0.11688311688311688;0.04308510638297872;0.038544637455707784;343.01626556936026;3.0
188.0;124.0;0.007054272385936967;0.12;0.04308510638297872;0.017672151127361205;341.523823206576;3.0
188.0;126.0;0.007168050972806918;0.1125;0.04308510638297872;0.06518839613204384;344.7323076753466;3.0
189.0;125.0;0.0070359112912304405;0.11842105263157894;0.04285714285714286;0.04086559186136698;343.8237370495573;3.0
189.0;127.0;0.007148485871890127;0.1125;0.04285714285714286;0.01734546382110395;346.7496518731025;3.0
194.0;129.0;0.006890657550344533;0.11538461538461539;0.041752577319587626;0.055070161503838255;353.51524722244363;3.0
192.0;128.0;0.006980802792321117;0.11392405063291139;0.042187499999999996;0.04549643904482614;350.66115408902346;3.0
189.0;126.0;0.0070921985815602835;0.11538461538461539;0.04285714285714286;0.04006163328197107;345.2954014555597;3.0
191.0;129.0;0.007109396527969138;0.10843373493975904;0.042408376963350786;0.07946805060006469;351.5817940862582;3.0
189.0;127.0;0.007148485871890127;0.1125;0.04285714285714286;0.09293427429640384;346.8191552052624;3.0
185.0;124.0;0.007285546415981199;0.11392405063291139;0.04378378378378378;0.0493227702530028;339.3569445786806;3.0
189.0;128.0;0.00720477316221997;0.10843373493975904;0.04285714285714286;0.07543298038250021;348.49563281662785;3.0
189.0;126.0;0.0070921985815602835;0.11392405063291139;0.04285714285714286;0.06775293041815574;345.5384279986983;3.0
